文档ID,簇编号,原文片段（分词行）
906,5,娱乐 朱莉 产后 忧郁 通缉犯 海报 英国 遭禁 好莱坞 安吉丽娜 朱莉 光彩照人 全副武装 英国人 外电报道 抗议 朱莉 新片 通缉犯 海报 取缔 出生 双胞...
907,4,游戏 手机 网游 神域 OL 内测 延期 公告 亲爱 神域 OL 玩家 开启 神域 OL 内测 游戏 BUG 修正 工作 广大 玩家 游戏 内容 建议 增加 加...
908,1,财经 基金 赎回 显露 端倪 仓位 净流入 巩万龙 发自 深圳 基金 季报 披露 基金 遭遇 赎回 侵袭 固定 收益 品种 受伤 最重 估计 整体 规模 缩水 ...
909,5,娱乐 守望者 发布 海报 怪异 风格 行头 吸引 眼球 娱乐 电影 守望者 Watchmen 上映 美国 掀起 一股 追捧 风潮 华纳 兄弟 公司 推出 宣传 ...
910,3,体育 雷霆 vs 双方 不变 对决 北京 俄克拉荷马 雷霆 对阵 孟菲斯 第五 移师 俄克拉荷马 取胜 机会 淘汰 对手 双方 公布 大战 康利 阿伦 加索尔 ...
911,4,游戏 神域 OL 独有 系统 打造 犀利 装备 大家 介绍 乐趣 制造 系统 制造 系统 神域 OL 一大 特色 系统 游戏 重要 辅助 系统 增加 选择 大家...
912,3,体育 韦德 挡箭牌 热火 皇帝 北京 ESPN 体育 热火 首轮 詹姆斯 韦德 媒体 议论 焦点 ESPN 专家 撰文 指出 詹姆斯 韦德 球队 巨星 面对 外...
913,5,娱乐 权相宇 复出 新郎 礼服 拍婚 附图 娱乐 韩星 权相宇 首次 复出 参加 新片 悲伤 悲伤 故事 宣传 MV 拍摄 悲伤 悲伤 故事 宣传 MV 影片 ...
914,4,游戏 宝贝 国度 五一 活动 起航 人人 期盼 五一 三天 注定 不能 远足 好觉 朋友 一起 游戏 众多 休闲 放松 方式 宝贝 英雄 等待 五一 休假 一起...
915,3,体育 詹韦合 火爆 战出 T 皮尔斯 遭逐 绿军 首战 失利 北京 季后赛 第二轮 开打 热火 先声夺人 主场 击败 评价 热火 首战 击败 德维恩 韦德 拿下...
916,3,体育 公牛 vs 老鹰 III 原班 阵容 激斗 玫瑰 挑战 鹰王 北京 半决赛 芝加哥 公牛 亚特兰大 老鹰 第三场 对决 打响 主场 战绩 公牛 来到 老鹰...
917,0,科技 有效 像素 佳能 D 机降 外观 佳能 D 独具 专业 气质 黑色 材料 打造 风格 彰显 EOS 稳重 性格 关键部位 手柄 大面积 皮革 材料 覆盖 ...
918,5,娱乐 梅兰芳 柏林 陈凯歌 拿奖 目的 本报讯 翟晓林 柏林 梅兰芳 柏林 举行 发布会 导演 陈凯歌 演员 黎明 章子怡 陈红 安藤政信 来到 发布会 现场 ...
919,4,游戏 清明 充值 大礼 免费 清明 长假 肯定 很多 事情 惦记着 惦记着 千万 登陆 长假 惦记着 准备 很多 好玩 活动 很多 奖品 送给 广大 玩家 希望...
920,3,体育 热火 大佬 否认 挑衅 绿军 皇帝 没先 动手 北京 球馆 模样 热火 季后赛 首场 交锋 一层 座位 球场 变成 世界 摔跤 WWE 舞台 绿军 系列赛...
921,5,娱乐 电影节 确定 竞赛 单元 评审 主席 娱乐 北京 媒体报道 举行 电影节 确定 两个 单元 评审 主席 单元 Lion of the Future 埃塞俄...
922,0,科技 高清 触摸 屏幕 ICOO M80HD 作者 潘昊 M80HD ICOO 推出 高清 MP4 产品 全屏 触摸 操作 4.3 英寸 三星 原装 万色 液晶...
923,0,科技 7.1 光学 变焦镜头 理光 R10 理光 R10 全金属 工艺 设计 黑色金属 材质 外观 理光 R10 表露 冷艳 高雅 气质 拍摄 手感 优越 按键...
924,1,财经 公募 基金 1.5 万亿元 管理费 相投 数据 显示 基金 公司 亏损 1.5 万亿元 型基金 封闭式 基金 亏损额 1.46 万亿元 基金 公司 管理费...
925,1,财经 基金 单季 加仓 百分点 整体 股票 仓位 回升 熊市 水平 领先 一千点 弘文 A股 市场 反弹 造就 基金 历史 罕见 仓位 飙升 基金 季报 公布 ...
926,5,娱乐 希斯 女儿 千万美元 保险金 娱乐 男星 希斯 买下 保险 保险公司 怀疑 希斯 死因 自杀 赔偿 保险金 保险公司 希斯 女儿 Matilda 代表 律...
927,3,体育 小范 拒绝 邀约 复出 故人 揭秘 休城 功臣 北京 火箭队 前任 主帅 范甘迪 ABC 担任 工作 重新 出山 带队 传闻 传出 德州 农工 大学 礼聘...
928,4,游戏 Android 系统 手机游戏 视频 展示 Google 推出 Android 系统 引起 智能手机 行业 新一轮 发展 众多 厂商 推出 系统 新机 开...
929,0,科技 光变 mm 佳能 SX200 单机 山东 IT 佳能 SX200IS 商家 济南 巅峰 数码 单机 价格 降到 佳能 SX200IS 光学 变焦 防抖 镜...
930,3,体育 扣篮王 投令 主帅 老鹰 控卫 爆料 罗斯 辉煌 北京 亚特兰大 宪章 东区 季后赛 第二轮 对决 芝加哥 公牛 亚特兰大 老鹰 战成 老鹰 一阵 对手 ...
931,5,娱乐 票房 综述 车太贤 新片 蝉联冠军 韩片 升温 多部 美国 热门 上映 如林 车太贤 绯闻 观影 人数 蝉联 第二周 票房 冠军 榜单 三名 美国 吸血鬼...
932,0,科技 入门 强势 展现 索尼 a550 云南 IT www ynit580 com Exmor CMOS 影像 传感器 BIONZ 影像 处理器 搭配 mm 镜...
933,3,体育 打击 马刺 灵魂 邓肯 不会 退役 北京 马刺 国度 距离 马刺 黑八 奇迹 淘汰 两周 马刺 状况 球迷 关心 马刺 灵魂 邓肯 很多 担心 邓肯 淘汰...
934,3,体育 中国篮协 组建 国奥队 闭门 姚明 可行 可行 姚明 远离 国家队 中国篮球 死守 易建联 NBA 上球 球员 姚明 伤停 继续 寻找 姚明 中国篮协 使...
935,0,科技 高画质 光圈 佳能 消费 旗舰 S90 降价 中关村 数码影像 行情 佳能 S 广角 沉寂 四年 重出江湖 S90 发布 强悍 性能 配置 笔者 市场 了...
936,5,娱乐 酸梅 奖提名 公布 乌维 鲍尔 横扫 娱乐 北京 酸梅 th Annual RAZZIE Awards 提名 公布 专和 奥斯卡 奖项 评选 最差 电影 ...
937,5,娱乐 怪兽 电力公司 筹备 有望 上映 娱乐 北京 北美 外媒 皮克斯 公司 Pixar 动画 作品 怪兽 电力公司 Monsters Inc .2 筹备 导演...
938,0,科技 光学 变焦镜头 索尼 S930 相比 索尼 T 时尚 外观 索尼 S930 外观 突出 89.5 61.0 26.1 mm 机身 尺寸 显得 厚重 机身 ...
939,1,财经 基金 经理 减仓 计划 基金 仓位 新高 证券时报 本报讯 上证指数 曲折 强势 攻上 基金 收益 不菲 公布 基金 数据 表明 基金 保持 了高 仓位 ...
940,4,游戏 Gameloft 狂野 飙车 上线 让玩家 期待 顶级 赛车 游戏 狂野 飙车 北京 掌中 飞天 独家 发行 全面 火爆 上线 世界 著名 游戏 开发商 ...
941,2,体育 6.3 争议 基德 犯规 视频 北京 洛杉矶 湖人 主场 惜败 小牛 半决赛 首战 折戟 全场 拿下 时刻 没能 延续 高效率 两次 失误 绝杀 饮恨 两...
942,0,科技 家用 千万 像素 DC D LUX 套装 外观设计 上徕 个性 独特 D LUX4 简洁 机身 风格 金属 质感 符合 时尚性 配备 一块 3.0 英寸 ...
943,1,财经 华中 山东电力 企业 金银 基金 中标 山东电力 企业 投资 管理 山东电力 集团公司 国家电网 公司 下属 企业 规模 最大 企业 涵盖 员工 超过 4...
944,4,游戏 育碧 CEO 游戏 大作 推出 速度 提升 育碧 公司总裁 Yves Guillemot 外界 保证 称该 公司 加快 分裂细胞 刺客 信条 大作 产品 ...
945,0,科技 mm 超薄 卡片 富士 J26 外观 富士 FinePix J26 独特 双层 涂漆 工艺 漂亮 富有 光泽 机身 设计 继承 J 风格 mm 超薄 机身...
946,1,财经 基金 加仓 金融 地产 基金 公司 披露 季报 基金 经理 布局 数据 显示 金融 地产 有色金属 周期性 股票 受到 基金 经理 偏爱 股基 未现 赎回...
947,0,科技 配备 有效 像素 索尼 作者 陈亮 A500 画质 最大 优势 体现 有效 像素 Exmor CMOS 影像 传感器 BIONZ 影像 处理器 带来 IS...
948,1,财经 收评 指跌 0.44 七成 封基 下挫 财经 基指 开盘 全天 宽幅 震荡 截至 收盘 小幅 下跌 ETF 全线 下跌 七成 封基 下挫 基指 开盘 18...
949,1,财经 农银汇理 两只 基金 投有 优惠 农银汇理 基金 管理 公司 获悉 农银汇理 基金 旗下 两只 基金 产品 农业银行 交通银行 开展 基金 业内人士 震荡...
950,5,体育 谢亚龙 交待 口供 批捕 本报讯 谢亚龙 交代 东西 一周 满天飞 沈阳 传来 专案组 完成 突破 了解 谢亚龙 合作 口供 专案组 取得 进展 并不大 ...
951,0,科技 静态 有效 像素 索尼 SR87E 售价 作者 陈亮 北京 行情 索尼 SR87E 英寸 百万 像素 CCD 光学 变焦镜头 GB 硬盘容量 摄像机 新品...
952,4,游戏 九州 OL 风云 再起 跨服 决战 九州 online 资料片 风云 再起 火爆 精彩 赛事 高手 跨服 争霸赛 月度 比赛 临近 尾声 排行 截止 00...
953,0,科技 延续 完美 音质 艾诺 V6000HDR 艾诺 V6000 全部 变形金刚 人物 命名 V6000HDR 外号 飞毛腿 保持 低廉 价格 UI 界面 视频...
954,5,娱乐 常盘贵子 世纪 少年 人物 看点 娱乐 原著 漫画 常盘贵子 小学 朋友 漫画 藏书 当做 漫画店 第一次 世纪 少年 朋友 漫画 友情 友情 发展 漫画...
955,1,财经 基金 景宏 份派 2.1 易非 深圳 大成 基金 管理 公司 旗下 景宏 证券 投资 基金 公布 年度 分红 公告 全体 持有人 基金 份额 金红利 2....
956,5,娱乐 目标 希特勒 香港 首映 王秀琳 咸猪 娱乐 行动 目标 希特勒 香港 首映 Rosemary 寇鸿萍 元华 王秀琳 出席 首映礼 王秀琳 透露 香港 公...
957,3,体育 淘汰 老鹰 气死人 晋级 玄机 君子 报仇 十年 亚特兰大 老鹰 战胜 魔术 淘汰 对手 算是 横扫 过程 值得 东区 半决赛 魔术 场场 净胜 老鹰 2...
958,3,体育 热火 四年 TD 花园 赢球 韦德 打得 主场 北京 热火 开赴 波士顿 迎接 客场 挑战 领先 客场 主场 别提 四年 TD 花园 热火 TD 花园 赢...
959,0,科技 项链 动铁 耳机 iriver N20 作者 曹锐 iriver N20 延续 项链 设计 机身 小巧 携带 美观 搭载 动铁 耳机 备受 消费者 关注 ...
960,5,娱乐 组图 电影节 开幕 皮特 获颁 陈年 影帝 娱乐 北京 电影节 揭开 帷幕 布拉德 皮特 乔治 克鲁尼 挥别 红地毯 影迷 步入 电影 很多 影迷 遗憾 ...
961,0,科技 时尚 尖端 索尼 T900 现价 重庆 行情 索尼 推出 旗舰级 新品 索尼 T900 资料 报价 图片 论坛 震撼 亮相 消费者 延续 T700 时尚 ...
962,2,体育 湖人 最强 利刃 淘汰 边缘 出鞘 赌博 三番 湖人 主场 连失 两阵 历史 高度 主场 两场 赢得 系列赛 三支 球队 客场 挑战 小牛 历史 告诉 一...
963,5,娱乐 名花 上映 提前 引爆 情人节 娱乐 电影 娱乐 市场 赤壁 效应 影片 贺岁 总结 情人节 几部 特色 新片 排定 档期 法国 浪漫 爱情喜剧 名花 登...
964,1,财经 创业板 开闸 基金 瞄上 创业板 机会 晨报 陈重博 发布 首次 发行股票 创业板 上市 管理 暂行办法 办法 施行 基金 结合 政府 应对 全球 金融危...
965,5,娱乐 世纪 福斯 联合 星空 传媒 攻占 亚洲 电影 市场 娱乐 集团 旗下 成员 二十世纪 福斯 影业 星空 传媒 宣布 合资 组建 Fox STAR Stu...
966,5,娱乐 数字 D 电影 历险记 内地 上映 娱乐 中影集团 公司 引进 发行 数字 D 电影 历险记 观众 见面 百余家 支持 数字 三维 格式 影片 影院 上映...
967,4,游戏 手机游戏 三国 印魂 英雄 充值卡 乱世 英雄 社会 原有 秩序 打破 秩序 形成 时期 束缚 英雄 枭雄 辈出 中国 历史 精彩 乱世 三国 武艺超群 ...
968,1,财经 QDII 基金 首现 分红 本报讯 吴敏 两年 备受 争议 QDII 基金 首次 迎来 分红 海富通 中国 精选 基金 截至 分配利润 基准 份额 0.2...
969,0,科技 超值 性价比 产品 热门 MP3MP4 一览 作者 曹锐 面对 同质化 严重 数码产品 性价比 判断 产品 是否 值得 购买 基本 标准 外形 占优势 苹...
970,5,娱乐 美国 演员 工会 投票 是否 罢工 早报 程晓筠 编译 核心 提示 很多 人为 能否 保住 饭碗 不乏 打算 放弃 工作 美国 两轮 马拉松 谈判 美国 ...
971,4,游戏 手机 网游 封神 online 封神 ol 一种 潮流 究其原因 走访 封神 ol 资深 男宅 玩家 听到 一句 便是 封神 ol 馅饼 好事 不用 任务...
972,0,科技 靓丽 流线 造型 G 昂达 VX510 数码 大家 昂达 电子 旗下 潮流 新品 VX510 面市 昂达 vx510 数码 市场 掀起 一阵 风潮 笔者 ...
973,1,财经 座次 竞逐 QDII 首次 分红 一周 大盘 创出 新高 排名 基金 争夺 激烈 一周 排名 十只 基金净值 增长率 相差 不到 QDII 海富通 创出 ...
974,4,游戏 封神 ol 资料片 震撼 登场 公告 亲爱 封神 玩家 服务器进行 安装 客户端 具体 内容 资料片 封神 OL 决战 火爆 上线 首个 跨服 战场 浮云...
975,1,财经 风格 相近 基金 业绩 相差 性相近 习相远 晨星 标准 银瑞信 风格 相近 基金 基金 业绩 相差 银瑞信 风格 界定 统一标准 马薪婷 截至 晨星 数...
976,5,娱乐 希特勒 上映 阿汤哥 驾机 出游 泡汤 汤姆 克鲁斯 主演 进口 大片 行动 目标 希特勒 上映 来京 宣传 汤姆 克鲁斯 不能 成行 发行 透露 阿汤哥...
977,1,财经 中国 股权 投资 基金 协会 成立 证券时报 桂衍民 吴清桦 本报讯 获悉 国家 主管 单位 批准 设立 中国 股权 投资 基金 协会 登记注册 手续 民...
978,0,科技 超薄 纤细 时尚 卡片 索尼 T90 套装 带票 促销 中关村 数码相机 行情 T77 T90 很多 做出 明显 升级 增加 有效 像素 支持 流行 高清...
979,1,财经 观望 态度 基金 建仓 谨慎 徐婧婧 A股 市场 强势 反弹 成立 偏股 型基金 分享 市场 反弹 成果 除个别 基金 多数 基金 建仓 十分 谨慎 牛市...
980,3,体育 公牛 主帅 不会 修改 阵容 尔诺阿 值得 相信 北京 ESPN 撰文 披露 一场 战胜 亚特兰大 老鹰 比赛 业界 汤姆 是否 更换 阵容 轮换 回答 ...
981,1,财经 精选 个股 制胜 法宝 闻泽 A股 市场 呈现出 震荡 上行 走势 抓住 机遇 摆在 基金 经理 一道 国联安 精选 基金 经理 李洪波 A股 市场 孕育...
982,5,娱乐 日本 票房 瓦力 跃居 榜首 赤壁 英雄 日本 票房 排名 顺位 片名 日本 发行 公司 机器人 总动员 迪士尼 12.5 生存者 华纳 兄弟 公司 12...
983,1,财经 国海 富兰克林 基金 自购 富强 万元 全景网 日讯 国海 富兰克林 基金 公布 公司 拟于 代销 机构 申购 旗下 富兰克林 国海 强化 收益 债券 型...
984,5,娱乐 视觉效果 工会 奖提名 公布 钢铁 领跑 娱乐 北京 第七届 美国 电影 视觉效果 工会 Visual Effects Society Awards 简称...
985,3,体育 NBA 老兵 凋零 挥别 马刺 系列赛 第五场 马刺 依靠 经验 替补 后卫 加里 时刻 神奇 三分 扳平 比赛 马刺 实在 年轻人 孟菲斯 开场 不懈 ...
986,0,科技 高清 画幅 佳能 DMarkII 套机 G 中关村 数码影像 行情 佳能 D Mark II 有效 像素 画幅 单反相机 笔者 市场 了解 包含 mm f...
987,4,游戏 九州 风云 再起 全服 通缉 新春 九州 online 资料片 风云 再起 游戏 世界 处处 充满 迎接 喜庆 气氛 气氛 感染 仙灵 传出 九州 大地 ...
988,2,体育 疯狂 老板 秘密武器 德克 保持 战斗 中心 湖人 小牛 季后赛 第二轮 第三场 比赛 中心 观众 创造 中心 观众 人数 纪录 一片 夹杂着 几个 黄色...
989,1,财经 易方达 获金 基金 贡献奖 易方达 基金 管理 公司 上海 证券报 基金 贡献奖 奖项 旨在 表彰 基金 行业 基金 持有人 作出 特殊 贡献 基金 公司...
990,2,体育 火箭 禅师 接班人 步行者 婉拒 休城 要求 北京 ESPN 火箭队 湖人 提出 助教 布莱恩 请求 规则 规定 一支 球队 有意 球队 合约 工作人员 ...
991,1,财经 股票 型基金 重现 限购 基金 销售 A股 反弹 回暖 惊讶 大牛市 股基 限购 重现 市场 多只 基金 宣布 申购 限制 大额 申购 北站 支行 曹磊 ...
992,4,财经 雪球 智慧 授权 撰写 生平 传奇 作者 聊天 声称 世界 向下 连翻 带滚 接近 王者 本质 传记 滚雪球 两层 意味 第一层 投资 世界 火热 冷酷 ...
993,2,体育 调查 湖人 逆转 系列赛 赢家 北京 小牛 完成 下半场 客场 险胜 湖人 季后赛 第二轮 领先 相关 调查 NBA 官方 NBA 湖人 新闻动态 技术 ...
994,5,娱乐 冯小刚 盛赞 赵本山 弟子 后脑勺 娱乐 导演 冯小刚 来到 辽宁沈阳 中街 刘老根 舞台 观看 赵本山 弟子 搞笑 本领 赞赏 本山 传媒 总裁 刘双平...
995,1,财经 基金 QFII 上演 对决 见习 利民 证券时报 桂衍民 本报讯 机构 多空 决战 A股 市场 上演 信托 全国 基金 代表 机构 增仓 显著 仓位 增幅...
996,5,娱乐 护宝 娇娃 公映 俄罗斯 美女 搏击 新快报 印度 电影 俄罗斯 电影 吸引 部分 天使 面孔 性感 美女 一部 俄罗斯 电影 密码 疑云 内地 观众 见...
997,3,体育 生死 数据 暴涨 四倍 雷霆 板凳 主力 一场 比赛 相比 第一场 比赛 个人 犯规 很好 控制 犯规 次数 出场 延长 赢得 机会 相比 第一场 罚球 ...
998,4,游戏 金虎 迎春 霸王 II 金虎 迎春 来到 手机 网络游戏 霸王 II 新春 喜迎 开门 玩家 人数 霸王 II 一年 玩家 一起 开创 游戏 虎虎 声威 ...
999,5,娱乐 电影节 片单 公布 余力 樟柯 代表 娱乐 电影节 公布 竞赛 单元 全部 参赛 单元 内地 影片 香港 西河 星汇 出品 余力 执导 荡寇 展映 单元 ...
1000,1,财经 交银 环球 基金 申购 赎回 复活节 全景网 日讯 交银 施罗德 基金 公告 公司 旗下 交银 施罗德 环球 精选 价值 证券 投资 基金 市场 申购 赎...
